mix_id,material_window,ingredient_ids,axis_mix,runtime_substrate,runtime_candidate_id,candidate_selection_reason,mix_strength,wfo_aware,selected_for_mt5,decision_weight,claim_boundary
E01M0145,F001-F050,F009+F038+F008,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0064,top_forward_pf,broad(넓음),False,False,1.73,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0146,F001-F050,F016+F049+F025+F049,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0065,top_forward_pf,broad(넓음),False,False,1.41,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0147,F001-F050,F023+F010+F042,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0066,top_forward_pf,broad(넓음),False,False,1.44,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0148,F001-F050,F030+F021+F009,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0049,top_forward_pf,extreme(극단),False,False,1.47,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0149,F001-F050,F037+F032+F026,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0050,top_forward_pf,broad(넓음),False,False,1.15,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0150,F001-F050,F044+F043+F043,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0051,top_forward_pf,broad(넓음),False,False,1.18,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0151,F001-F050,F001+F004+F010+F014,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0052,top_forward_pf,broad(넓음),False,False,2.26,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0152,F001-F050,F008+F015+F027,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0053,top_forward_pf,broad(넓음),False,False,1.59,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0153,F001-F050,F015+F026+F044,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0080,top_forward_pf,broad(넓음),False,False,1.27,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0154,F001-F050,F022+F037+F011,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0081,top_forward_pf,broad(넓음),False,False,1.3,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0155,F001-F050,F029+F048+F028,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0082,top_forward_pf,extreme(극단),False,False,1.33,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0156,F001-F050,F036+F009+F045+F029,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0059,top_forward_pf,broad(넓음),False,False,1.71,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0157,F001-F050,F043+F020+F012,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0064,top_forward_pf,broad(넓음),False,False,1.35,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0158,F001-F050,F050+F031+F029,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0065,top_forward_pf,broad(넓음),False,False,1.38,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0159,F001-F050,F007+F042+F046,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0066,top_forward_pf,broad(넓음),False,False,1.41,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0160,F001-F050,F014+F003+F013,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0049,top_forward_pf,broad(넓음),False,False,2.14,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0161,F001-F050,F021+F014+F030+F044,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0050,top_forward_pf,broad(넓음),False,False,1.47,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0162,F001-F050,F028+F025+F047,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0051,top_forward_pf,extreme(극단),False,False,1.15,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0163,F001-F050,F035+F036+F014,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0052,top_forward_pf,broad(넓음),False,False,1.53,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0164,F001-F050,F042+F047+F031,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0053,top_forward_pf,broad(넓음),False,False,1.21,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0165,F001-F050,F049+F008+F048,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0080,top_forward_pf,broad(넓음),False,False,1.59,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0166,F001-F050,F006+F019+F015+F009,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0081,top_forward_pf,broad(넓음),False,False,1.97,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0167,F001-F050,F013+F030+F032,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0082,top_forward_pf,broad(넓음),False,False,1.65,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0168,F001-F050,F020+F041+F049,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0059,top_forward_pf,broad(넓음),False,False,1.33,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0169,F001-F050,F027+F002+F016,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0064,top_forward_pf,extreme(극단),False,False,2.06,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0170,F001-F050,F034+F013+F033,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0065,top_forward_pf,broad(넓음),False,False,1.35,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0171,F001-F050,F041+F024+F050+F024,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0066,top_forward_pf,broad(넓음),False,False,1.38,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0172,F001-F050,F048+F035+F017,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0049,top_forward_pf,broad(넓음),False,False,1.41,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0173,F001-F050,F005+F046+F034,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0050,top_forward_pf,broad(넓음),False,False,1.44,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0174,F001-F050,F012+F007+F001,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0051,top_forward_pf,broad(넓음),False,False,1.82,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0175,F001-F050,F019+F018+F018,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0052,top_forward_pf,broad(넓음),False,False,1.85,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0176,F001-F050,F026+F029+F035+F039,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0053,top_forward_pf,extreme(극단),False,False,1.18,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0177,F001-F050,F033+F040+F002,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0080,top_forward_pf,broad(넓음),False,False,1.56,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0178,F001-F050,F040+F001+F019,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0081,top_forward_pf,broad(넓음),False,False,1.24,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0179,F001-F050,F047+F012+F036,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0082,top_forward_pf,broad(넓음),False,False,1.62,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0180,F001-F050,F004+F023+F003,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0059,top_forward_pf,broad(넓음),False,False,2.0,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0181,F001-F050,F011+F034+F020+F004,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0064,top_forward_pf,broad(넓음),False,False,1.68,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0182,F001-F050,F018+F045+F037,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0065,top_forward_pf,broad(넓음),False,False,1.71,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0183,F001-F050,F025+F006+F004,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0066,top_forward_pf,extreme(극단),False,False,1.7,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0184,F001-F050,F032+F017+F021,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0049,top_forward_pf,broad(넓음),False,False,1.38,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0185,F001-F050,F039+F028+F038,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0050,top_forward_pf,broad(넓음),False,False,1.06,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0186,F001-F050,F046+F039+F005+F019,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0051,top_forward_pf,broad(넓음),False,False,1.44,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0187,F001-F050,F003+F050+F022,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0052,top_forward_pf,broad(넓음),False,False,1.82,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0188,F001-F050,F010+F011+F039,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0053,top_forward_pf,broad(넓음),False,False,1.5,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0189,F001-F050,F017+F022+F006,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0080,top_forward_pf,broad(넓음),False,False,1.88,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0190,F001-F050,F024+F033+F023,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0081,top_forward_pf,extreme(극단),False,False,1.21,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0191,F001-F050,F031+F044+F040+F034,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0082,top_forward_pf,broad(넓음),False,False,1.24,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0192,F001-F050,F038+F005+F007,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0059,top_forward_pf,broad(넓음),False,False,1.97,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0193,F001-F050,F045+F016+F024,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0064,top_forward_pf,broad(넓음),False,False,1.65,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0194,F001-F050,F002+F027+F041,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0065,top_forward_pf,broad(넓음),False,False,1.68,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0195,F001-F050,F009+F038+F008,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0066,top_forward_pf,broad(넓음),False,False,2.06,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0196,F001-F050,F016+F049+F025+F049,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0049,top_forward_pf,broad(넓음),False,False,1.35,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0197,F001-F050,F023+F010+F042,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0050,top_forward_pf,extreme(극단),False,False,1.38,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0198,F001-F050,F030+F021+F009,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0051,top_forward_pf,broad(넓음),False,False,1.41,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0199,F001-F050,F037+F032+F026,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0052,top_forward_pf,broad(넓음),False,False,1.09,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0200,F001-F050,F044+F043+F043,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0053,top_forward_pf,broad(넓음),False,False,1.12,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0201,F001-F050,F001+F004+F010+F014,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0080,top_forward_pf,broad(넓음),False,False,2.2,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0202,F001-F050,F008+F015+F027,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0081,top_forward_pf,broad(넓음),False,False,1.53,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0203,F001-F050,F015+F026+F044,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0082,top_forward_pf,broad(넓음),False,False,1.21,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0204,F001-F050,F022+F037+F011,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0059,top_forward_pf,extreme(극단),False,False,1.24,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0205,F001-F050,F029+F048+F028,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0064,top_forward_pf,broad(넓음),False,False,1.27,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0206,F001-F050,F036+F009+F045+F029,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0065,top_forward_pf,broad(넓음),False,False,1.65,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0207,F001-F050,F043+F020+F012,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0066,top_forward_pf,broad(넓음),False,False,1.68,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0208,F001-F050,F050+F031+F029,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0049,top_forward_pf,broad(넓음),False,False,1.71,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0209,F001-F050,F007+F042+F046,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0050,top_forward_pf,broad(넓음),False,False,1.35,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0210,F001-F050,F014+F003+F013,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0051,top_forward_pf,broad(넓음),False,False,2.08,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0211,F001-F050,F021+F014+F030+F044,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0052,top_forward_pf,extreme(극단),False,False,1.41,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0212,F001-F050,F028+F025+F047,model_family+risk_logic+regime_split(모델 계열+위험 로직+장세 분할),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0053,top_forward_pf,broad(넓음),False,False,1.09,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0213,F001-F050,F035+F036+F014,trade_shape+density+drawdown(거래 형태+밀도+손실폭),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0080,top_forward_pf,broad(넓음),False,False,1.47,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0214,F001-F050,F042+F047+F031,onnx_handoff+order_intent+lifecycle(온엑스 인계+주문 의도+생명주기),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0081,top_forward_pf,broad(넓음),False,False,1.15,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0215,F001-F050,F049+F008+F048,extreme_boundary+negative_memory+seed_surface(극단 경계+부정 기억+씨앗 표면),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0082,top_forward_pf,broad(넓음),False,False,1.53,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
E01M0216,F001-F050,F006+F019+F015+F009,feature_set+label+runtime_cost(피처 묶음+라벨+런타임 비용),F50 executable loss-floor regime transfer surface(F50 실행 가능 손실하한 장세전이 표면),f50c_0059,top_forward_pf,broad(넓음),False,False,1.91,frontier_extra_runtime_learning_only_no_completion_no_selected_baseline_no_operating_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
