run_id,stage_id,lane,status,judgment,path,notes,family,primary_report,run_number,date,decision,parent_run_id,next_run_id,rows,gate_passes,gate_total,claim_boundary,report_path,trained_models,onnx_parity,best_proxy,candidate_rows,positive_proxy_rows,best_model_id,best_proxy_net,attempt_rows,feature_matrix_rows,runtime_completed_rows,matched_rows,mismatch_rows,positive_net_rows,best_net_profit,best_profit_factor,operating_ready_rows,run_date,primary_artifact,candidate_model_id,net_profit,profit_factor,drawdown,recovery_factor,trade_count,result_status,sample_rows,feature_count,expectancy,attempt_count,view,tier,metric_scope,source_package_run_id,scoreboard_lane,external_verification_status,trade_density_per_feature_day,trade_density_requirement_status,result_judgment,final_decision_path,gate_audit_path,created_at,probability_parity_pass_rows,ledger_row_id,subrun_id,record_view,tier_scope,kpi_scope,primary_kpi,guardrail_kpi,model_variants,selected_surfaces,runtime_attempt_rows,work_family,max_drawdown_amount,long_trade_count,short_trade_count,row_id,evidence_boundary,next_action,question,artifact_count,created_at_utc,required_gate_audit,runtime_authority,operating_promotion,run_family,run_type,input_run_id,output_path,result_path,selected_net_profit,selected_profit_factor,selected_trade_density,goal_achieve,source_authority,trade_density,expected_net_profit,expected_profit_factor,expected_trade_count,expected_trade_density,expected_estimated_mt5_density,scaled_density_estimate,max_drawdown_percent,strict_joint_pass_count
run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,dense_m5_proxy_prefilter(고밀도 M5 프록시 선별),completed_stage364I_dense_m5_repair_proxy_scouted_direct_dense_onnx_scout_opened_no_authority,mixed_proxy_prefilter_dense_source_recovers_feature_density_but_stage364_cost_filter_edge_weak_direct_dense_model_scout_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364I_dense_m5_runtime_repair_proxy.md,Stage364I dense M5 proxy repair scout(Stage364I 고밀도 M5 프록시 수리 탐색).,experiment_execution(실험 실행),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364I_dense_m5_runtime_repair_proxy.md,run364I,2026-06-02,stage364I_open_run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,run364H_review_timestamp_context_onnx_mt5_runtime_probe_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,17428,10,10,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364I_dense_m5_runtime_repair_proxy.md,,,,,,,,,,,,,,,,0,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364I/dense_proxy_variant_scorecard.csv,,73.383,1.0317882568,,,,completed_stage364I_dense_m5_repair_proxy_scouted_direct_dense_onnx_scout_opened_no_authority,17428,,,,Tier A separate(Tier A 분리),Tier A,raw_m5_open_to_open_long_proxy_not_mt5_strategy_tester,run364H_review_timestamp_context_onnx_mt5_runtime_probe_without_db_v1,dense_m5_proxy_prefilter(고밀도 M5 프록시 선별),"out_of_scope_by_claim_no_mt5_execution(주장 범위 밖, MT5 실행 없음)",4.4809160305,trade_per_day_min_3_to_10_plus_no_trade_splitting,mixed_proxy_prefilter_dense_source_recovers_feature_density_but_stage364_cost_filter_edge_weak_direct_dense_model_scout_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364I/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364I/required_gate_coverage_audit.csv,2026-06-02T03:11:03Z,,run364I_design_dense_m5_runtime_repair_proxy_without_db_v1__Tier_A,,Tier A separate(Tier A 분리),Tier A,dense_m5_proxy_prefilter(고밀도 M5 프록시 선별),dense_rows=17428;best_oos_net=73.383;best_oos_density=4.4809160305;strict_success=0,mt5_execution=not_run;runtime_authority=not_claimed;operating_promotion=not_claimed;no_trade_splitting=single_position,,,,experiment_execution(실험 실행),,,,run364I_design_dense_m5_runtime_repair_proxy_without_db_v1__Tier_A,research_development_dense_m5_proxy_prefilter_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,Can dense M5 source repair run364G sparse runtime failure?(고밀도 M5 원천이 run364G 희소 런타임 실패를 수리할 수 있는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,direct_dense_m5_onnx_scout(직접 고밀도 5분봉 온엑스 탐색),completed_stage364J_direct_dense_m5_onnx_scout_trained_no_runtime_authority,negative_direct_dense_m5_onnx_scout_no_cross_split_cost_density_candidate_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364J_direct_dense_m5_onnx_scout.md,Stage364J direct dense M5 ONNX scout(Stage364J 직접 고밀도 5분봉 온엑스 탐색).,experiment_execution(실험 실행),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364J_direct_dense_m5_onnx_scout.md,run364J,2026-06-02,stage364J_open_run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,run364K_review_direct_dense_m5_onnx_scout_without_db_v1,192,6,6,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364J_direct_dense_m5_onnx_scout.md,16,smoke_pass=16/16,,,,all58__dense_h24_move8pts__rf_depth5_leaf80_n48,439.321,,,,,,,439.321,1.9215048779,0,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/selected_model_summary.json,,439.321,1.9215048779,-45.03,9.7561847657,,completed_stage364J_direct_dense_m5_onnx_scout_trained_no_runtime_authority,192,,,,Tier A separate(Tier A 분리),Tier A,"python_proxy_and_onnx_smoke_no_mt5(Python 프록시와 온엑스 연기 점검, MT5 없음)",run364I_design_dense_m5_runtime_repair_proxy_without_db_v1,direct_dense_m5_onnx_scout(직접 고밀도 5분봉 온엑스 탐색),"out_of_scope_by_claim_no_mt5_execution(주장 범위 밖, MT5 실행 없음)",0.8473282443,trade_per_day_min_3_to_10_plus_no_trade_splitting,negative_direct_dense_m5_onnx_scout_no_cross_split_cost_density_candidate_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/required_gate_coverage_audit.csv,2026-06-02,,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1__Tier_A,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1__Tier_A,Tier A separate(Tier A 분리),Tier A,proxy_model_training(프록시 모델 학습),best_oos_net=439.321;best_oos_pf=1.9215048779;density=0.8473282443,mt5_execution=not_run;runtime_authority=not_claimed,,,,experiment_execution(실험 실행),,47,64,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1__Tier_A,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364K_review_direct_dense_m5_onnx_scout_without_db_v1,Can direct dense M5 return labels recover cost-stable ONNX candidates?(직접 고밀도 5분봉 수익 라벨이 비용 안정 온엑스 후보를 회복할 수 있는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,direct_dense_m5_review(직접 고밀도 5분봉 검토),completed_stage364K_direct_dense_m5_onnx_scout_reviewed_density_bottleneck_next_seed_opened_no_authority,negative_valid_scout_low_density_profit_clue_preserved_trade_shape_repair_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364K_direct_dense_m5_onnx_scout_review.md,Stage364K reviewed run364J density bottleneck(Stage364K가 364J 밀도 병목 검토).,kpi_evidence(핵심 성과 지표 근거),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364K_direct_dense_m5_onnx_scout_review.md,run364K,2026-06-02,stage364K_open_run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,192,4,4,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364K_direct_dense_m5_onnx_scout_review.md,,,,,,all58__dense_h24_move8pts__rf_depth5_leaf80_n48,,,,,,,,439.321,1.9215048779,0,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/failure_memory.csv,,,,,,,completed_stage364K_direct_dense_m5_onnx_scout_reviewed_density_bottleneck_next_seed_opened_no_authority,192,,,,Tier A separate(Tier A 분리),Tier A,python_proxy_review_not_mt5_kpi,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,direct_dense_m5_review(직접 고밀도 5분봉 검토),"out_of_scope_by_claim_no_mt5_execution(주장 범위 밖, MT5 실행 없음)",0.8473282443,trade_per_day_min_3_to_10_plus_no_trade_splitting,negative_valid_scout_low_density_profit_clue_preserved_trade_shape_repair_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364K/required_gate_coverage_audit.csv,2026-06-02,,run364K_review_direct_dense_m5_onnx_scout_without_db_v1__Tier_A,run364K_review_direct_dense_m5_onnx_scout_without_db_v1__Tier_A,Tier A separate(Tier A 분리),Tier A,proxy_review(프록시 검토),strict_candidate_rows=0;salvage_clue_rows=13,mt5_execution=not_run;runtime_authority=not_claimed,,,,kpi_evidence(핵심 성과 지표 근거),,,,run364K_review_direct_dense_m5_onnx_scout_without_db_v1__Tier_A,research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,Why did direct dense M5 ONNX scout fail the density gate?(직접 고밀도 5분봉 온엑스 탐색은 왜 밀도 게이트를 실패했는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,density_lift_trade_shape_onnx_scout(밀도 상향 거래 형태 온엑스 탐색),completed_stage364L_density_lift_trade_shape_onnx_scout_trained_proxy_positive_no_runtime_authority,positive_proxy_candidate_density_lift_trade_shape_onnx_smoke_passed_runtime_probe_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364L_density_lift_trade_shape_onnx_scout.md,Stage364L dynamic exit density lift proxy scout(Stage364L 동적 청산 밀도 상향 프록시 탐색).,experiment_execution(실험 실행),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364L_density_lift_trade_shape_onnx_scout.md,run364L,2026-06-02,stage364L_open_run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,480,5,5,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364L_density_lift_trade_shape_onnx_scout.md,6,smoke_pass=6/6,,,,h12_move5__rf5_l80_n64,,,,,,,,154.056,1.1053236088,0,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/selected_model_summary.json,,154.056,1.1053236088,-138.306,1.1138779229,,completed_stage364L_density_lift_trade_shape_onnx_scout_trained_proxy_positive_no_runtime_authority,480,,,,Tier A separate(Tier A 분리),Tier A,"python_proxy_and_onnx_smoke_no_mt5(Python 프록시와 온엑스 연기 점검, MT5 없음)",run364K_review_direct_dense_m5_onnx_scout_without_db_v1,density_lift_trade_shape_onnx_scout(밀도 상향 거래 형태 온엑스 탐색),"out_of_scope_by_claim_no_mt5_execution(주장 범위 밖, MT5 실행 없음)",4.0229007634,trade_per_day_min_3_to_10_plus_no_trade_splitting,positive_proxy_candidate_density_lift_trade_shape_onnx_smoke_passed_runtime_probe_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364L/required_gate_coverage_audit.csv,2026-06-02,,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1__Tier_A,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1__Tier_A,Tier A separate(Tier A 분리),Tier A,proxy_model_training(프록시 모델 학습),strict_success=5;oos_net=154.056;oos_density=4.0229007634,mt5_execution=not_run;runtime_authority=not_claimed,,,,experiment_execution(실험 실행),,527,0,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1__Tier_A,research_development_density_lift_trade_shape_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,Can dynamic exit recover 3/day+ ONNX proxy edge?(동적 청산이 일 3회 이상 온엑스 프록시 엣지를 회복할 수 있는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,density_lift_trade_shape_onnx_runtime_probe_package(밀도 상향 거래 형태 온엑스 런타임 탐침 포장),completed_stage364M_density_lift_trade_shape_onnx_runtime_probe_package_prepared_common_files_synced_no_mt5_execution,runtime_probe_package_ready_mt5_native_maxhold_expected_positive_mt5_execution_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364M_density_lift_trade_shape_onnx_runtime_probe_package.md,MT5-native maxhold expected(메타트레이더5 원생 최대 보유 예상값)가 validation/OOS(검증/표본외) 양수다.,runtime_backtest(런타임/백테스트 실행),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364M_density_lift_trade_shape_onnx_runtime_probe_package.md,run364M,2026-06-02,stage364M_open_run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,17428,5,5,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364M_density_lift_trade_shape_onnx_runtime_probe_package.md,0,max_abs_diff=1.70341e-07,,,,h12_move5__rf5_l80_n64,,,,,,,,253.996,1.1728966014,0,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/runtime_probe_attempt_package.csv,,253.996,1.1728966014,,2.1743254349,1047,completed_stage364M_density_lift_trade_shape_onnx_runtime_probe_package_prepared_common_files_synced_no_mt5_execution,17428,58,,,,,"python_expected_runtime_package_no_mt5_execution(파이썬 예상 런타임 포장, MT5 실행 없음)",run364L_train_density_lift_trade_shape_onnx_scout_without_db_v1,density_lift_trade_shape_onnx_runtime_probe_package(밀도 상향 거래 형태 온엑스 런타임 탐침 포장),"common_files_synced_mt5_execution_required(공용 파일 동기화, MT5 실행 필요)",3.5419847328,trade_per_day_min_3_to_10_plus_no_trade_splitting,runtime_probe_package_ready_mt5_native_maxhold_expected_positive_mt5_execution_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/required_gate_coverage_audit.csv,2026-06-02,,,,,,,,,,,,runtime_backtest(런타임/백테스트 실행),,1047,0,,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,Can the density-lift ONNX candidate survive MT5-native runtime semantics?(밀도 상향 온엑스 후보가 MT5 원생 런타임 의미에서 버티는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,runtime_probe(MT5 런타임 탐침),completed_stage364N_density_lift_trade_shape_onnx_mt5_runtime_probe_executed_review_required_no_authority,mt5_runtime_probe_outputs_available_proxy_diff_review_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/final_decision.json,run364N MT5 runtime probe(MT5 런타임 탐침) attempt(시도).,,,,2026-06-02,stage364N_open_run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,,9,9,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364N_density_lift_trade_shape_onnx_mt5_runtime_probe.md,,,,,,,,1,,1,17428,0,,,,,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/final_decision.json,,,,,,,,,,,,,,,,,completed(완료),,,,,,2026-06-02T05:30:14Z,,,,,,,,,,,,runtime_verification(런타임 검증),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,,completed_stage364O_density_lift_mt5_probe_reviewed_positive_parity_profit_clue_drawdown_side_balance_repair_queue_opened_no_authority,positive_runtime_probe_profit_and_parity_clue_promotion_ineligible_drawdown_long_only_review_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364O/final_decision.json,run364N MT5 runtime probe(MT5 런타임 탐침)를 review(검토)하고 run364P queue(대기열)를 열었다.,,,run364O,,,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,,,,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364O_density_lift_trade_shape_onnx_mt5_runtime_probe_review.md,,,,,,,,,,,,,,,,,,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364O/final_decision.json,,818.67,1.26,38.21,3.85,1047,,,,0.78,,,,,,,completed_existing_mt5_runtime_probe_reviewed(기존 MT5 런타임 탐침 검토 완료),,,,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364O/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364O/required_gate_coverage_audit.csv,2026-06-02T06:02:32Z,,,,,,,,,,,,kpi_evidence(KPI 근거),212.74,1047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,experiment_execution(실험 실행),completed_stage364P_drawdown_side_balance_offensive_inputs_materialized_no_model_training_no_authority,offensive_inputs_ready_for_risk_overlay_and_side_balance_scout_no_kpi_claim_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/final_decision.json,drawdown/side-balance offensive inputs(낙폭/방향 균형 공격 입력)를 materialize(구체화).,,,run364P,2026-06-02,stage364P_open_run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,1047,6,6,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364P_drawdown_side_balance_offensive_inputs.md,,,,,,,,,,,,,,,,,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/risk_overlay_training_table.csv,,,,,,,completed_stage364P_drawdown_side_balance_offensive_inputs_materialized_no_model_training_no_authority,1047,58,,,,,"input_materialization_no_kpi_claim(입력 구체화, KPI 주장 없음)",run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,trade_shape_input_materialization(거래 형태 입력 구체화),"out_of_scope_by_claim_no_new_mt5_execution(주장 범위 밖, 새 MT5 실행 없음)",,"preserved_from_run364O_not_retested(364O에서 보존, 재시험 없음)",offensive_inputs_ready_for_risk_overlay_and_side_balance_scout_no_kpi_claim_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364P/required_gate_coverage_audit.csv,2026-06-02T06:22:57Z,,,,,,,,,,,,experiment_execution(실험 실행),,,,,research_development_input_materialization_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,Can drawdown/side-balance inputs repair the dense ONNX runtime clue?(낙폭/방향 균형 입력이 고밀도 온엑스 런타임 단서를 수리할 수 있는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,drawdown_side_balance_overlay_onnx_scout(낙폭 방향 균형 오버레이 온엑스 탐색),completed_stage364Q_drawdown_side_balance_overlay_onnx_scout_mixed_proxy_no_runtime_authority,exploratory_mixed_proxy_no_mt5_execution_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364Q_drawdown_side_balance_overlay_onnx_scout.md,Stage364Q risk overlay/hold/short proxy scout(Stage364Q 위험 오버레이/보유/숏 프록시 탐색).,experiment_execution(실험 실행),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364Q_drawdown_side_balance_overlay_onnx_scout.md,run364Q,2026-06-02,stage364Q_open_run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,7,7,7,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364Q_drawdown_side_balance_overlay_onnx_scout.md,2,smoke_pass=2/2,,,,risk_rf3_l30_n96__drop_top_40pct_risk,,,,,,,,203.18,1.2536579276,,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/selected_overlay_summary.json,,,,-87.44,,,completed_stage364Q_drawdown_side_balance_overlay_onnx_scout_mixed_proxy_no_runtime_authority,7,,,,,,"python_proxy_and_onnx_smoke_no_mt5(Python 프록시와 온엑스 연기 검사, MT5 없음)",run364P_materialize_drawdown_side_balance_offensive_inputs_without_db_v1,drawdown_side_balance_overlay_onnx_scout(낙폭 방향 균형 오버레이 온엑스 탐색),"out_of_scope_by_claim_no_mt5_execution(주장 범위 밖, MT5 실행 없음)",,trade_per_day_min_3_to_10_plus_no_trade_splitting,exploratory_mixed_proxy_no_mt5_execution_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364Q/required_gate_coverage_audit.csv,2026-06-02T06:43:59Z,,,,,,,,,,,,experiment_execution(실험 실행),,,,,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,Can overlay/hold/short repair drawdown and side balance without killing density?(오버레이/보유/숏이 거래 밀도를 죽이지 않고 낙폭과 방향 균형을 고칠 수 있는가?),,,,,,,,,,,,,,,,,,,,,,,,
run364R_package_drawdown_side_balance_overlay_runtime_probe_without_db_v1,364_source_regime_label_pivot__dense_cost_recovery,adx_side_filter_runtime_probe_package(ADX 방향 필터 런타임 탐침 패키지),completed_stage364R_adx_side_filter_runtime_probe_package_prepared_common_files_synced_no_mt5_execution,runtime_probe_package_ready_adx_side_filter_expected_positive_mt5_execution_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364R_drawdown_side_balance_overlay_runtime_probe_package.md,Stage364R ADX side filter runtime package(Stage364R ADX 방향 필터 런타임 패키지).,runtime_backtest(런타임 백테스트),stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364R_drawdown_side_balance_overlay_runtime_probe_package.md,run364R,2026-06-02,stage364R_open_run364S_execute_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,run364S_execute_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,17428,6,6,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364R_drawdown_side_balance_overlay_runtime_probe_package.md,,,,,,h12_move5__rf5_l80_n64,,,,,,,,403.359,1.326943746,,2026-06-02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/runtime_probe_attempt_package.csv,,,,,,,completed_stage364R_adx_side_filter_runtime_probe_package_prepared_common_files_synced_no_mt5_execution,17428,,,,,,"python_expected_runtime_package_no_mt5_execution(파이썬 예상 런타임 패키지, MT5 실행 없음)",run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,adx_side_filter_runtime_probe_package(ADX 방향 필터 런타임 탐침 패키지),"common_files_synced_mt5_execution_required(공용 파일 동기화, MT5 실행 필요)",3.4833333333,"expected_oos_density_above_3_no_trade_splitting(예상 표본외 밀도 3 이상, 거래 쪼개기 없음)",runtime_probe_package_ready_adx_side_filter_expected_positive_mt5_execution_required_no_authority,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/final_decision.json,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364R/required_gate_coverage_audit.csv,2026-06-02T07:11:57Z,,,,,,,,,,,,runtime_backtest(런타임 백테스트),,,,,research_development_runtime_probe_package_only_common_files_synced_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,run364S_execute_drawdown_side_balance_overlay_mt5_runtime_probe_without_db_v1,,,,,,,,,,,,,,,,,,,,,,,,,
